date,value
2025-08-07T00:30:05Z,105
2025-08-09T00:28:49Z,105
2025-08-10T00:25:15Z,105
2025-08-11T00:22:01Z,105
2025-08-12T00:24:44Z,105
2025-08-13T00:23:17Z,105
2025-08-15T00:31:02Z,105
2025-08-18T00:24:56Z,105
2025-08-19T00:31:22Z,105
2025-08-20T00:28:07Z,105
2025-08-21T00:32:22Z,105
2025-08-22T00:23:51Z,105
2025-08-23T00:28:56Z,105
2025-08-24T00:22:27Z,105
2025-08-25T00:28:18Z,105
2025-08-26T00:36:56Z,105
2025-08-27T00:34:28Z,105
2025-08-29T00:52:08Z,105
2025-08-30T00:42:49Z,105
2025-08-31T00:45:07Z,105
2025-09-01T00:38:55Z,105
2025-09-02T00:41:54Z,105
2025-09-03T00:40:49Z,105
2025-09-05T00:32:08Z,105
2025-09-06T00:40:35Z,105
2025-09-09T00:31:53Z,105
2025-09-10T00:30:02Z,105
2025-09-11T00:38:24Z,105
2025-09-12T00:28:33Z,105
2025-09-13T00:31:16Z,105
2025-09-14T00:28:42Z,105
2025-09-15T00:33:33Z,105
2025-09-21T00:28:14Z,105
2025-09-22T00:30:56Z,105
2025-09-23T00:32:03Z,105
2025-09-24T00:29:18Z,105
2025-09-25T00:26:59Z,105
2025-09-27T01:36:51Z,105
2025-09-28T00:47:23Z,105
2025-09-30T00:28:06Z,105
2025-10-03T00:32:08Z,105
2025-10-05T00:37:23Z,105
2025-10-06T00:33:04Z,105
2025-10-08T00:26:24Z,105
2025-10-10T00:28:25Z,105
2025-10-12T00:35:42Z,105
