date,"Academic, Training and Research",Foundation,Government,International NGO,Multilateral,National NGO,Other Public Sector,Private Sector,Public Private Partnership,Regional NGO
2013-12-14 02:38:45 +0000,44,1147,320876,15585,42904,19,2999,50,1752,14
2013-12-15 03:04:13 +0000,44,1147,320876,15610,42824,19,2527,50,1752,14
2013-12-16 02:55:23 +0000,44,1147,320876,15615,42904,19,2999,50,1752,14
2013-12-17 02:58:50 +0000,44,1147,320966,15934,42909,19,2999,50,1752,14
2013-12-18 02:52:19 +0000,44,1147,320966,16678,42971,19,2999,53,1752,14
2013-12-19 03:59:42 +0000,44,1147,320966,16695,42987,19,2999,7,1752,14
2013-12-20 04:06:15 +0000,44,1147,298915,16715,43017,19,2999,7,1752,14
2013-12-20 16:56:27 +0000,44,1147,321018,16716,43044,19,2999,7,1752,14
2013-12-21 02:31:09 +0000,44,1147,321018,16996,43044,19,2999,7,1752,14
2013-12-22 08:37:23 +0000,44,1147,321018,17018,43044,19,2999,7,1752,14
2013-12-23 04:25:16 +0000,44,1147,321018,17019,43045,19,2999,7,1752,14
2013-12-24 04:29:27 +0000,44,1147,321018,17039,43039,19,2999,54,1722,14
2013-12-25 03:10:58 +0000,44,1147,321018,17070,43042,19,2999,54,1752,14
2013-12-26 03:04:01 +0000,44,1147,321018,17072,43067,19,2999,54,1752,14
2013-12-27 03:17:26 +0000,44,1147,321018,17074,43067,19,2999,54,1752,14
2013-12-28 03:04:54 +0000,44,1147,321018,17079,43067,19,2999,54,1752,14
2013-12-30 02:52:57 +0000,44,1147,321018,17083,43116,19,2999,54,1752,14
2013-12-31 02:54:44 +0000,43,1147,321018,17085,43120,19,2999,54,1752,14
2014-01-01 02:59:11 +0000,44,1160,321018,17096,43406,19,2999,54,1752,14
2014-01-02 04:08:28 +0000,44,1160,321018,17105,43406,19,2999,54,1752,14
2014-01-03 04:15:04 +0000,44,1160,321018,17103,43480,19,2999,54,1752,14
2014-01-04 02:52:31 +0000,44,1160,321069,17094,45258,19,2999,54,1728,14
2014-01-05 02:58:11 +0000,44,1160,321069,17102,45258,19,2999,54,1752,14
2014-01-06 04:43:07 +0000,44,1160,321069,17101,45038,19,2999,54,1752,14
2014-01-07 04:21:33 +0000,44,1160,321069,17106,45266,19,2999,54,1752,14
2014-01-08 04:28:04 +0000,44,1160,321069,17109,45278,19,2999,56,1752,14
2014-01-09 11:43:05 +0000,44,1164,321069,17151,45278,19,2999,56,1752,14
2014-01-10 03:41:39 +0000,44,1164,321069,17155,45291,19,1804,56,1752,14
2014-01-11 02:16:17 +0000,44,1164,321069,17155,45301,19,1804,56,1752,14
2014-01-12 02:21:34 +0000,44,1164,321069,17157,45304,19,1804,56,1752,14
2014-01-13 02:16:21 +0000,44,1064,321069,17150,45304,18,1804,56,1752,14
2014-01-14 02:16:39 +0000,44,1164,328793,17157,45569,19,3373,56,1752,14
2014-01-15 02:31:55 +0000,44,1164,328793,17160,45600,19,3373,56,1752,14
2014-01-16 02:18:22 +0000,44,1164,331323,17164,45605,19,3373,56,1752,14
2014-01-17 02:26:19 +0000,44,1164,331323,17214,45374,19,3373,56,1752,14
2014-01-18 02:19:36 +0000,44,1164,331323,17215,45605,19,3373,55,1752,14
2014-01-19 02:25:23 +0000,44,1164,331323,17215,45606,19,3373,55,1752,14
2014-01-20 02:20:22 +0000,44,1164,331323,17217,45606,19,3373,55,1752,14
2014-01-21 02:31:17 +0000,44,1164,331324,17221,45624,20,3373,55,1752,14
2014-01-22 02:25:21 +0000,44,1164,331324,17221,45626,20,3373,55,1752,14
2014-01-23 02:33:16 +0000,44,1164,331324,17221,45639,20,3373,55,1752,14
2014-01-24 02:23:38 +0000,44,1164,331324,17221,45643,20,3373,55,1752,14
2014-01-25 02:23:24 +0000,44,1164,331324,17224,45655,20,3373,55,1733,14
2014-01-26 02:27:56 +0000,44,1164,331324,17226,45655,20,3373,55,1752,14
2014-01-27 02:20:07 +0000,44,1164,331324,17226,45655,20,3373,55,1752,14
2014-01-28 02:20:35 +0000,44,1164,331324,17226,45655,20,3373,55,1752,14
2014-01-29 02:32:21 +0000,44,1164,331324,17227,45673,20,3373,55,1752,14
2014-01-30 02:29:49 +0000,44,1164,331324,17675,45673,20,3373,55,1752,14
2014-01-31 02:32:44 +0000,44,1168,331324,17676,45693,20,3373,55,1752,14
2014-02-01 02:22:35 +0000,44,1170,331322,17709,45699,20,3373,55,1752,14
2014-02-02 02:22:29 +0000,44,1170,331322,17710,45699,20,3373,55,1752,14
2014-02-03 02:22:15 +0000,44,1170,331322,17712,45697,20,3373,55,1752,14
2014-02-04 02:34:23 +0000,44,1170,331322,17769,46269,20,3373,55,1752,14
2014-02-05 02:23:50 +0000,44,1170,331322,17772,46286,21,3373,55,1752,14
2014-02-06 02:23:50 +0000,44,1171,335408,17775,46290,21,3373,56,1752,14
2014-02-07 02:22:38 +0000,44,1171,335408,17777,46321,21,3373,56,1752,14
2014-02-08 02:19:58 +0000,44,1171,335151,17779,46348,21,3373,56,1752,14
2014-02-09 02:14:32 +0000,44,1171,313305,17780,46348,21,3373,56,1752,14
2014-02-10 02:20:55 +0000,44,1171,335151,17781,46348,21,3373,56,1752,14
2014-02-11 02:25:28 +0000,44,1171,335151,17781,40431,23,3373,56,1752,14
2014-02-12 02:21:54 +0000,44,1171,335235,17787,46370,23,3373,56,1752,14
2014-02-13 02:26:51 +0000,44,1171,335235,17788,42972,23,3373,56,1752,14
2014-02-14 02:21:14 +0000,44,1171,335235,17798,39614,23,3373,57,1752,14
2014-02-15 02:17:54 +0000,44,1171,335235,17799,40353,23,3373,57,1752,14
2014-02-16 02:19:40 +0000,44,1171,335235,17805,40353,23,3373,57,1752,14
2014-02-17 02:19:50 +0000,44,1171,335235,17807,40353,23,3373,57,1752,14
2014-02-18 02:17:59 +0000,44,1171,335235,17808,40358,23,3373,57,1752,14
2014-02-19 02:17:50 +0000,44,1171,335235,17811,40361,23,3373,57,1752,14
2014-02-20 02:17:17 +0000,44,1171,335235,17813,40382,23,3373,57,1752,14
2014-02-21 02:23:49 +0000,45,1171,335795,17827,51634,23,3373,58,1752,14
2014-02-22 02:22:10 +0000,46,1171,335866,17828,51639,23,3373,60,1752,14
2014-02-23 02:26:46 +0000,46,1171,335866,10783,51639,23,3373,60,1752,14
2014-02-24 02:22:52 +0000,46,1171,335795,17828,51639,23,3373,60,1752,14
2014-02-25 02:21:02 +0000,46,1171,335866,17830,40581,23,3405,60,1752,14
2014-02-26 02:29:21 +0000,46,1171,644758,17831,40598,23,3405,60,1752,14
2014-02-27 02:34:26 +0000,46,1171,641672,17836,40616,23,3405,84,1752,14
2014-02-28 02:33:32 +0000,46,1171,639716,17883,40616,23,3405,84,1752,14
2014-03-01 02:29:31 +0000,46,1174,644758,17889,40708,23,3405,84,1752,14
2014-03-02 02:27:03 +0000,46,1174,644758,17889,40711,23,3405,84,1752,14
2014-03-03 02:44:38 +0000,46,1069,644758,17910,40711,22,3405,84,1752,14
2014-03-04 02:25:32 +0000,46,1174,644758,17940,40767,21,3407,84,1752,14
2014-03-05 02:29:58 +0000,46,1174,644758,17951,40767,21,3405,84,1829,14
2014-03-06 02:31:45 +0000,46,1174,644758,17972,40782,21,3405,84,1829,14
2014-03-07 02:29:18 +0000,46,1174,644758,16886,40782,21,3405,216,1829,14
2014-03-08 02:24:15 +0000,46,1174,644746,17989,40783,21,3405,216,1829,14
2014-03-09 02:31:12 +0000,46,1174,644746,17996,40786,21,3405,216,1829,14
2014-03-10 02:27:04 +0000,46,1174,644746,17999,40786,21,3405,216,1829,14
2014-03-11 02:29:47 +0000,46,1174,644746,18002,40789,21,3405,216,1829,14
2014-03-12 02:26:49 +0000,46,1174,644746,18007,40796,21,3405,216,1829,14
2014-03-13 02:25:06 +0000,46,1174,644793,18015,40807,21,3405,216,1829,14
2014-03-14 02:29:40 +0000,46,1174,644750,18028,40814,21,3405,216,1829,14
2014-03-15 02:35:19 +0000,46,1174,644750,18045,40828,21,3405,216,1829,14
2014-03-16 02:33:30 +0000,46,1174,644750,18050,40828,21,3405,216,1829,14
2014-03-17 02:36:43 +0000,46,1174,644750,18052,40828,21,3405,216,1829,14
2014-03-18 02:34:14 +0000,46,1174,644750,18054,41638,21,3405,216,1829,14
2014-03-19 02:28:56 +0000,46,4055,644750,18054,41649,21,3405,216,1829,14
2014-03-20 02:27:37 +0000,46,4055,644750,18490,41656,21,3405,216,1829,14
2014-03-21 02:28:59 +0000,46,4054,646819,18499,41664,21,3405,216,1829,14
2014-03-22 02:23:55 +0000,46,4054,646819,18501,41677,21,3405,216,1829,14
2014-03-23 02:44:03 +0000,46,4054,646819,18499,41678,21,3405,216,1829,14
2014-03-24 02:42:23 +0000,46,4054,646819,18501,41678,21,3405,216,1829,14
2014-03-25 02:28:46 +0000,46,4054,646819,18507,41699,21,3405,216,1829,14
2014-03-26 02:32:32 +0000,46,4054,646819,18510,41726,21,3405,216,1829,14
2014-03-27 02:33:42 +0000,46,4054,646819,18519,41728,21,3405,216,1829,14
2014-03-28 02:26:32 +0000,46,4054,646819,18554,41742,21,3405,216,1811,14
2014-03-29 14:16:02 +0000,46,4054,592199,17577,41760,21,3405,216,1829,14
2014-03-30 03:28:39 +0100,46,4054,625016,17577,41760,21,3405,216,1829,14
2014-03-31 02:29:42 +0100,46,4054,646819,18629,41760,21,3405,216,1829,14
2014-04-01 02:27:17 +0100,46,4064,644419,18684,41760,21,3406,216,1829,14
2014-04-02 02:29:08 +0100,46,4064,650428,18689,40514,21,3405,216,1829,14
2014-04-03 02:28:29 +0100,46,4064,653044,17739,46780,21,3405,216,1829,14
2014-04-04 02:29:57 +0100,46,4064,653044,18767,47415,21,3405,216,1829,14
2014-04-08 02:46:31 +0100,46,4064,655614,18766,47746,21,3406,216,1829,14
2014-04-09 02:36:44 +0100,46,4064,654779,18767,47753,21,3406,216,1829,14
2014-04-10 02:32:11 +0100,47,3959,654797,18780,47842,21,3406,216,1829,14
2014-04-11 03:57:01 +0100,47,4064,537393,18783,47873,21,3406,216,1829,14
2014-04-12 02:28:21 +0100,47,4064,654797,19109,47885,21,3406,216,1829,14
2014-04-13 02:33:56 +0100,47,4064,654797,19098,47889,20,3406,216,1829,14
2014-04-14 02:33:30 +0100,47,4064,654797,19102,47889,21,3406,216,1829,14
2014-04-15 02:31:44 +0100,48,3959,654797,19109,47889,20,3406,216,1829,14
2014-04-16 02:40:52 +0100,48,4064,654797,19109,47928,21,3406,215,1829,14
2014-04-17 02:32:11 +0100,48,4064,657565,18183,47934,20,3406,215,1829,14
2014-04-18 02:34:14 +0100,48,4064,720181,18201,47937,21,3406,215,1829,14
2014-04-19 02:36:10 +0100,48,4064,720181,18209,47947,21,3406,215,1829,14
2014-04-20 02:32:54 +0100,48,4064,720181,18210,47947,21,3406,215,1829,14
2014-04-21 02:37:03 +0100,48,4064,717585,18201,47947,20,3406,215,1829,14
2014-04-22 02:37:55 +0100,48,4064,720181,18208,47947,21,3406,215,1829,14
2014-04-23 04:02:54 +0100,48,3959,720181,18210,47945,21,3406,215,1829,14
2014-04-24 02:39:03 +0100,48,4064,721067,18211,47968,20,3406,215,1829,14
2014-04-25 02:39:31 +0100,48,4064,721067,18227,47983,21,3378,215,1829,14
2014-04-26 02:42:56 +0100,48,4065,721067,18222,47995,21,3378,215,1829,14
2014-04-27 02:29:16 +0100,48,4065,721067,18219,47995,20,3378,215,1829,14
2014-04-28 02:30:50 +0100,48,4065,720996,18228,47995,21,3378,215,1829,14
2014-04-29 02:45:35 +0100,48,4065,720996,18277,48000,21,3378,215,1829,14
2014-04-30 02:37:46 +0100,48,4065,720996,18420,48025,21,3386,215,1829,14
2014-05-01 02:34:44 +0100,48,4074,720996,18426,48025,21,3386,215,1829,14
2014-05-02 02:40:09 +0100,48,4074,721056,18430,48033,21,3386,215,1902,14
2014-05-03 02:28:30 +0100,48,4074,718315,18426,48040,21,3392,215,1902,14
2014-05-04 02:32:23 +0100,48,3968,718315,18418,48040,20,3392,215,1902,14
2014-05-05 02:40:28 +0100,48,4074,718315,18427,48040,21,3392,215,1902,14
2014-05-06 02:43:49 +0100,48,3968,718315,18427,47325,21,3392,215,1902,14
2014-05-07 02:41:17 +0100,48,3968,714192,18420,48033,20,3392,215,1902,14
2014-05-08 02:37:50 +0100,48,4074,721083,18425,48760,21,3392,216,1902,14
2014-05-09 02:47:07 +0100,48,4074,721083,19906,48763,20,3392,216,1902,14
2014-05-10 02:37:52 +0100,48,3968,721083,19906,48767,20,1791,216,1902,14
2014-05-11 02:37:42 +0100,48,4074,721083,19898,48767,21,3392,216,1902,14
2014-05-12 02:38:38 +0100,48,4074,721083,19892,48767,20,3392,216,1902,14
2014-05-13 02:36:47 +0100,48,3968,720898,19903,49050,20,3392,216,1902,14
2014-05-14 02:39:16 +0100,48,4074,721083,19967,49105,22,3392,216,1902,14
2014-05-15 02:36:06 +0100,48,4074,722600,19958,49145,23,3392,216,1902,14
2014-05-16 02:47:36 +0100,48,4074,722600,19961,49150,23,3392,216,1902,14
2014-05-17 03:04:38 +0100,48,4074,638125,19970,48445,28,3392,216,1902,14
2014-05-18 02:33:13 +0100,48,4074,638214,19949,49166,28,3392,216,1902,14
2014-05-19 02:40:32 +0100,48,3968,638214,19978,49166,29,3392,216,1902,14
2014-05-20 03:03:44 +0100,48,4074,638214,19970,49161,28,3392,216,1902,14
2014-05-21 02:38:40 +0100,48,4074,638214,19976,49177,28,3392,216,1902,14
2014-05-22 02:41:01 +0100,48,3968,638214,18741,49194,28,3392,216,1902,14
2014-05-23 02:36:18 +0100,48,4074,638214,19993,48069,29,3392,216,1902,14
2014-05-24 02:41:54 +0100,48,3968,638225,19992,49455,28,2882,216,1902,14
2014-05-25 02:39:44 +0100,48,4074,635457,19983,49455,29,2882,216,1902,14
2014-05-26 02:40:23 +0100,48,3968,638225,19992,49455,29,2882,216,1902,14
2014-05-27 02:51:58 +0100,48,4074,628095,19993,49456,29,2882,217,1902,14
2014-05-28 02:41:32 +0100,48,4074,631969,20123,50590,41,2882,217,1902,14
2014-05-29 02:41:37 +0100,48,4221,640721,20175,50630,40,2882,217,1902,14
2014-05-30 02:40:04 +0100,48,4115,640559,20181,50634,41,2882,218,1902,14
2014-05-31 02:44:16 +0100,48,4221,640611,20172,48558,40,2886,218,1902,14
2014-06-01 02:38:21 +0100,48,4122,640611,20183,48195,41,2886,218,1902,14
2014-06-02 02:37:23 +0100,48,4122,640611,20178,48195,41,2886,218,1902,14
2014-06-03 02:37:31 +0100,48,4228,640611,20205,48275,41,2886,218,1902,14
2014-06-04 02:38:24 +0100,48,4228,640618,20271,48572,41,2886,218,1902,14
2014-06-05 02:35:42 +0100,48,4122,640624,20293,48596,40,2886,218,1902,14
2014-06-06 02:38:04 +0100,48,4122,640624,20315,48604,41,3661,218,1902,14
2014-06-07 02:37:35 +0100,48,4228,640643,20330,48725,41,3661,218,1902,14
2014-06-08 02:41:40 +0100,48,4228,640663,20339,48725,41,3661,218,1902,14
2014-06-09 02:45:27 +0100,48,4228,640664,20342,48938,41,3661,218,1902,14
2014-06-10 02:39:36 +0100,48,4239,783049,20354,48944,40,3661,218,1902,14
2014-06-11 02:48:24 +0100,48,4239,783909,20360,44963,41,3661,218,1902,14
2014-06-12 02:43:23 +0100,48,4239,783767,20369,44974,40,3661,218,1798,14
2014-06-13 02:43:44 +0100,48,4239,798516,20380,45060,41,3661,218,1798,14
2014-06-14 02:41:52 +0100,48,4239,798404,20386,45101,40,3661,217,1798,14
2014-06-15 02:48:58 +0100,48,4239,798414,20395,45113,40,3661,218,1798,14
2014-06-16 02:43:03 +0100,48,4239,798400,20382,45113,40,3661,218,1798,14
2014-06-17 09:03:57 +0100,48,4239,798538,20146,45218,41,3661,218,1798,14
2014-06-18 02:45:02 +0100,48,4239,798592,20399,45223,42,3661,218,1807,14
2014-06-19 02:46:01 +0100,48,4239,803226,20453,45192,42,3661,218,1807,14
2014-06-20 02:38:39 +0100,48,4239,803226,20469,45266,41,3661,218,1807,14
2014-06-21 02:40:35 +0100,48,4239,803768,20486,45285,41,3661,218,1807,14
2014-06-22 02:35:54 +0100,48,4239,803768,20488,45301,41,3661,218,1807,14
2014-06-23 02:38:42 +0100,48,4239,798661,20480,45301,42,3661,218,1807,14
2014-06-24 02:36:37 +0100,48,4239,803768,20483,45301,42,3661,218,1817,14
2014-06-25 18:54:13 +0100,48,5163,351821,21622,45329,43,3648,218,1817,14
2014-06-26 03:23:52 +0100,48,5163,351821,21622,45202,44,3642,218,1817,14
2014-06-27 03:31:26 +0100,48,5163,351868,21674,50412,44,3643,218,1817,14
2014-06-28 03:28:14 +0100,48,1359,244446,21673,56008,44,3642,218,1817,14
2014-06-29 03:29:46 +0100,40,1356,248273,21526,56011,13,3638,207,1817,13
2014-06-30 03:18:23 +0100,48,1359,241370,21688,56011,44,3642,218,1817,14
2014-07-01 02:27:24 +0100,48,5167,207820,22190,56130,51,3642,218,2085,14
2014-07-02 02:39:01 +0100,48,5167,317294,22199,56282,51,3642,218,2085,14
2014-07-03 02:43:11 +0100,48,5167,317346,22599,50944,51,3642,218,2085,14
2014-07-04 03:17:39 +0100,48,5167,317371,22700,51207,51,3642,218,2085,14
2014-07-05 02:48:00 +0100,48,5167,317391,22707,52186,51,3643,218,2085,14
2014-07-06 02:44:42 +0100,48,5167,317397,22708,52190,51,3642,218,2085,14
2014-07-07 02:51:35 +0100,48,5167,317397,22704,52191,51,3642,218,2074,14
2014-07-08 03:02:12 +0100,48,5167,311405,22709,52623,51,3642,218,2085,14
2014-07-09 02:46:09 +0100,48,5167,308534,22709,52681,51,3642,218,2085,14
2014-07-10 02:51:15 +0100,48,5167,311596,22712,52692,51,3642,218,2047,14
2014-07-11 02:45:10 +0100,48,5167,311598,21543,52747,51,3642,218,2085,14
2014-07-12 02:43:23 +0100,48,5167,311604,21549,52750,51,3642,218,2085,14
2014-07-13 02:43:32 +0100,48,5167,311604,21550,52752,51,3642,218,2085,14
2014-07-14 02:47:00 +0100,48,5167,311604,21550,52752,51,3642,218,2085,14
2014-07-15 02:46:58 +0100,48,5167,311604,21550,51659,51,3642,218,2085,14
2014-07-16 02:42:16 +0100,48,5167,320116,22749,52771,51,3642,218,2085,14
2014-07-17 02:46:17 +0100,48,5167,320116,22698,52779,51,3642,218,2085,14
2014-07-18 02:44:15 +0100,48,5167,315993,22769,52708,51,3642,218,2085,14
2014-07-19 02:41:10 +0100,48,5167,320116,22731,52719,51,3642,218,2085,14
2014-07-20 02:39:41 +0100,48,5167,320116,22732,52732,51,3642,218,2085,14
2014-07-21 02:48:36 +0100,48,5167,319669,22732,52732,51,3642,218,2085,14
2014-07-22 02:51:59 +0100,48,5167,315993,22734,52732,51,3642,218,2058,14
2014-07-23 02:44:13 +0100,48,5167,315993,22736,52748,51,3642,218,2085,14
2014-07-24 02:44:25 +0100,49,5167,300471,23387,52803,51,3642,218,2085,14
2014-07-25 02:41:15 +0100,49,5167,304594,23570,52807,52,3642,218,2085,14
2014-07-26 02:39:35 +0100,49,5167,304594,23574,52991,52,3642,218,2085,14
2014-07-27 02:33:02 +0100,49,5167,304594,23575,52995,52,3642,218,2085,14
2014-07-28 02:39:50 +0100,49,5167,304594,23576,52995,52,3642,218,2085,14
2014-07-29 02:39:37 +0100,49,5167,304594,23578,53005,52,3642,218,2085,14
2014-07-30 02:44:11 +0100,50,5167,304906,23586,52936,52,3642,218,2085,14
2014-07-31 02:37:16 +0100,50,5167,304906,23635,53007,52,3642,218,2085,14
2014-08-01 02:45:26 +0100,50,5195,305089,23627,53072,52,3642,218,2085,14
2014-08-02 02:34:49 +0100,13,5195,305089,23658,53073,52,3647,218,2085,14
2014-08-03 03:05:19 +0100,50,5195,305089,23635,53073,52,3646,218,2085,14
2014-08-04 02:45:32 +0100,50,5195,305089,23658,53073,52,3647,218,2085,14
2014-08-05 02:45:33 +0100,50,5195,305089,23658,53085,52,3646,218,2085,14
2014-08-06 02:43:20 +0100,50,5195,305089,23658,53096,52,3647,218,2085,14
2014-08-07 02:41:52 +0100,50,5197,305118,23663,52861,52,3647,218,2085,14
2014-08-08 02:43:24 +0100,50,5197,305118,23664,52861,52,3647,218,2085,14
2014-08-09 02:35:17 +0100,50,5197,305118,23704,53313,52,3647,218,2121,14
2014-08-10 02:37:17 +0100,50,5197,305118,23704,53343,52,3647,218,2121,14
2014-08-11 02:49:09 +0100,50,5197,305118,23703,53289,52,3647,218,2121,14
2014-08-12 02:36:56 +0100,50,5197,305118,23707,53356,52,3895,218,2121,14
2014-08-13 02:41:52 +0100,50,5197,305118,23708,53356,52,3895,218,2121,14
